player_id,overall_rank,tier,pos_rank,pos_tier,player_name,position,team,proj_p10,proj_p50,proj_p90,vor,replacement_baseline,projected_season,proj_ppg_p50,proj_games_p50,inj_weeks_out,inj_weeks_on_report,inj_primary,adp,adp_rank,value_vs_adp
00-0039040,1,1,1,1,De'Von Achane,RB,MIA,145.7,243.0,338.6,150.2,92.8,2026,16.65,14.3,0.0,4.0,Shoulder,8.0,8.0,7.0
00-0038542,2,1,2,1,Bijan Robinson,RB,ATL,136.7,231.2,338.0,138.4,92.8,2026,17.56,14.1,0.0,1.0,Illness,1.0,1.0,-1.0
00-0038597,3,1,2,1,Chase Brown,RB,CIN,100.6,231.2,342.7,138.4,92.8,2026,15.56,14.7,0.0,2.0,Calf,15.0,15.0,12.0
00-0040715,4,1,4,1,Cam Skattebo,RB,NYG,88.8,218.8,294.1,126.0,92.8,2026,13.0,13.6,0.0,2.0,Ankle,38.0,38.0,34.0
00-0040122,5,1,5,1,Ashton Jeanty,RB,LV,109.4,200.2,354.0,107.4,92.8,2026,13.33,14.9,0.0,0.0,,12.0,12.0,7.0
00-0036973,6,1,6,1,Travis Etienne,RB,JAX,80.4,194.9,274.8,102.1,92.8,2026,13.27,14.5,0.0,1.0,Shoulder,34.0,34.0,28.0
00-0039075,7,1,1,1,Puka Nacua,WR,LA,76.2,235.4,355.3,98.9,136.5,2026,17.54,15.7,1.0,5.0,Ankle,4.0,4.0,-3.0
00-0040734,8,1,7,1,TreVeyon Henderson,RB,NE,74.1,190.4,277.3,97.6,92.8,2026,12.39,14.7,0.0,2.0,Concussion,39.0,39.0,31.0
00-0038543,9,1,2,1,Jaxon Smith-Njigba,WR,SEA,78.8,234.0,365.9,97.5,136.5,2026,17.64,15.9,0.0,7.0,Illness,6.0,6.0,-3.0
00-0036900,10,1,3,1,Ja'Marr Chase,WR,CIN,75.1,233.9,316.0,97.4,136.5,2026,17.19,14.8,0.0,1.0,Illness,3.0,3.0,-7.0
00-0034857,11,1,1,1,Josh Allen,QB,BUF,210.4,480.4,582.5,95.8,343.5,2026,29.45,15.0,0.0,3.0,Foot,4.0,4.0,-7.0
00-0039139,12,1,8,1,Jahmyr Gibbs,RB,DET,100.7,186.9,353.7,94.1,92.8,2026,17.33,14.2,0.0,0.0,,2.0,2.0,-10.0
00-0036963,13,1,4,1,Amon-Ra St. Brown,WR,DET,73.8,227.9,323.3,91.4,136.5,2026,16.23,16.1,0.0,4.0,Knee,7.0,7.0,-6.0
00-0037247,14,1,5,1,George Pickens,WR,DAL,76.1,226.8,329.0,90.3,136.5,2026,16.59,15.4,0.0,2.0,Calf,23.0,23.0,9.0
00-0026498,15,1,2,1,Matthew Stafford,QB,LA,220.8,469.7,533.5,88.3,343.5,2026,29.47,15.2,0.0,0.0,,68.0,68.0,53.0
00-0039851,16,1,2,1,Drake Maye,QB,NE,230.0,469.7,598.2,88.3,343.5,2026,29.41,15.3,0.0,0.0,,7.0,7.0,-9.0
00-0037239,17,1,6,1,Chris Olave,WR,NO,69.0,224.7,302.2,88.2,136.5,2026,14.63,15.5,1.0,8.0,Illness,31.0,31.0,14.0
00-0033280,18,1,9,1,Christian McCaffrey,RB,SF,69.9,180.8,332.1,88.0,92.8,2026,15.0,13.1,0.0,16.0,Calf,5.0,5.0,-13.0
00-0037238,19,1,7,1,Drake London,WR,ATL,69.0,224.4,324.4,87.9,136.5,2026,15.3,15.6,4.0,11.0,Knee,18.0,18.0,-1.0
00-0037840,20,1,10,1,Kyren Williams,RB,LA,91.7,178.8,280.4,86.0,92.8,2026,13.52,14.4,0.0,2.0,Ankle,13.0,13.0,-7.0
00-0033077,21,1,4,1,Dak Prescott,QB,DAL,190.7,463.9,572.2,84.3,343.5,2026,29.52,15.9,0.0,1.0,Hip,40.0,40.0,19.0
00-0037248,22,1,11,1,James Cook,RB,BUF,116.9,176.8,281.7,84.0,92.8,2026,15.04,13.4,0.0,3.0,Ankle,5.0,5.0,-17.0
00-0036223,23,1,12,1,Jonathan Taylor,RB,IND,125.9,176.7,265.6,83.9,92.8,2026,14.02,13.1,0.0,0.0,,4.0,4.0,-19.0
00-0036971,24,1,5,1,Trevor Lawrence,QB,JAX,203.5,462.2,589.1,83.1,343.5,2026,28.83,15.5,0.0,1.0,Ankle,39.0,39.0,15.0
00-0036389,25,1,6,1,Jalen Hurts,QB,PHI,191.7,461.3,581.7,82.5,343.5,2026,28.78,15.7,0.0,0.0,,28.0,28.0,3.0
00-0033873,26,1,7,1,Patrick Mahomes,QB,KC,187.4,459.7,587.3,81.3,343.5,2026,29.4,15.3,0.0,7.0,Groin,38.0,38.0,12.0
00-0036275,27,1,13,1,D'Andre Swift,RB,CHI,71.6,172.7,255.7,79.9,92.8,2026,12.45,14.0,1.0,9.0,Groin,47.0,47.0,20.0
00-0036358,28,1,8,1,CeeDee Lamb,WR,DAL,59.5,214.7,295.7,78.2,136.5,2026,13.75,15.3,3.0,6.0,Ankle,11.0,11.0,-17.0
00-0036554,29,1,9,1,Nico Collins,WR,HOU,60.9,213.6,302.9,77.1,136.5,2026,14.18,15.2,1.0,6.0,Concussion,22.0,22.0,-7.0
00-0033106,30,1,8,1,Jared Goff,QB,DET,192.0,446.6,566.3,72.2,343.5,2026,29.25,16.0,0.0,0.0,,64.0,64.0,34.0
00-0039918,31,1,9,1,Caleb Williams,QB,CHI,206.9,445.9,597.3,71.7,343.5,2026,28.76,15.5,0.0,0.0,,20.0,20.0,-11.0
00-0036997,32,1,14,1,Javonte Williams,RB,DAL,65.1,162.2,257.5,69.4,92.8,2026,12.35,14.2,1.0,3.0,Shoulder,32.0,32.0,0.0
00-0037744,33,1,1,1,Trey McBride,TE,ARI,88.5,199.1,280.3,68.5,118.5,2026,14.44,14.7,0.0,0.0,,22.0,22.0,-11.0
00-0031381,34,1,10,1,Davante Adams,WR,LA,78.3,204.4,204.4,67.9,136.5,2026,13.55,14.5,0.0,9.0,Hamstring,46.0,46.0,12.0
00-0039732,35,1,10,1,Bo Nix,QB,DEN,181.8,438.7,586.2,66.6,343.5,2026,28.64,15.6,0.0,0.0,,43.0,43.0,8.0
00-0036410,36,1,11,1,Tee Higgins,WR,CIN,66.9,202.2,249.4,65.7,136.5,2026,13.55,14.8,2.0,4.0,Concussion,36.0,36.0,0.0
00-0037240,37,1,12,1,Jameson Williams,WR,DET,62.2,201.2,280.8,64.7,136.5,2026,14.15,14.7,0.0,0.0,,53.0,53.0,16.0
00-0035700,38,1,15,1,Josh Jacobs,RB,GB,87.2,156.5,257.3,63.7,92.8,2026,12.07,13.6,0.0,13.0,Knee,20.0,20.0,-18.0
00-0035676,39,1,13,1,A.J. Brown,WR,PHI,68.2,199.9,274.7,63.4,136.5,2026,14.2,14.8,1.0,3.0,Hamstring,18.0,18.0,-21.0
00-0034844,40,1,16,1,Saquon Barkley,RB,PHI,85.5,155.2,275.6,62.4,92.8,2026,12.58,13.7,0.0,4.0,Groin,11.0,11.0,-29.0
00-0040730,41,1,17,1,RJ Harvey,RB,DEN,59.8,154.0,259.4,61.2,92.8,2026,11.3,14.5,0.0,1.0,Ribs,56.0,56.0,15.0
00-0038120,42,1,18,1,Breece Hall,RB,NYJ,58.0,153.3,238.4,60.5,92.8,2026,11.19,14.4,1.0,4.0,Knee,27.0,27.0,-15.0
00-0038117,43,1,14,1,Wan'Dale Robinson,WR,NYG,56.9,196.0,274.6,59.5,136.5,2026,13.01,15.6,1.0,4.0,Rib,105.0,105.0,62.0
00-0039915,44,1,15,1,Ladd McConkey,WR,LAC,59.4,195.3,268.4,58.8,136.5,2026,13.28,15.3,0.0,4.0,Ankle,36.0,36.0,-8.0
00-0040124,45,1,16,1,Tetairoa McMillan,WR,CAR,67.7,195.0,275.5,58.5,136.5,2026,13.82,15.3,0.0,6.0,Calf,37.0,37.0,-8.0
00-0034348,46,1,17,1,Courtland Sutton,WR,DEN,67.9,192.8,238.5,56.3,136.5,2026,12.94,15.2,0.0,0.0,,72.0,72.0,26.0
00-0037228,47,1,19,1,Jaylen Warren,RB,PIT,52.9,148.0,231.2,55.2,92.8,2026,10.81,14.0,0.0,4.0,Not injury related - resting player,52.0,52.0,5.0
00-0039064,48,1,18,1,Zay Flowers,WR,BAL,51.6,190.0,254.4,53.5,136.5,2026,13.37,15.4,0.0,3.0,Shoulder,42.0,42.0,-6.0
00-0036139,49,1,20,2,Rico Dowdle,RB,CAR,62.0,145.6,248.4,52.8,92.8,2026,11.13,14.2,0.0,5.0,Quadricep,65.0,65.0,16.0
00-0035710,50,1,11,2,Daniel Jones,QB,IND,120.7,416.1,488.1,50.8,343.5,2026,27.98,15.1,0.0,3.0,Fibula,131.0,131.0,81.0
00-0039361,51,1,21,2,Bucky Irving,RB,TB,47.0,137.8,256.6,45.0,92.8,2026,10.58,14.1,7.0,10.0,Foot,32.0,32.0,-19.0
00-0036919,52,1,22,2,Kenny Gainwell,RB,PIT,49.6,135.7,254.9,42.9,92.8,2026,11.04,14.3,0.0,0.0,,86.0,86.0,34.0
00-0038134,53,1,23,2,Kenneth Walker III,RB,SEA,35.6,134.7,234.6,41.9,92.8,2026,9.65,14.4,0.0,3.0,Glute,18.0,18.0,-35.0
00-0032764,54,1,24,2,Derrick Henry,RB,BAL,83.5,133.2,274.3,40.4,92.8,2026,10.65,11.9,0.0,0.0,,7.0,7.0,-47.0
00-0040784,55,1,25,2,Quinshon Judkins,RB,CLE,45.8,132.6,261.5,39.8,92.8,2026,10.51,13.4,0.0,1.0,Not injury related - personal matter,45.0,45.0,-10.0
00-0036613,56,1,19,1,Jaylen Waddle,WR,MIA,54.3,175.9,249.2,39.4,136.5,2026,12.13,14.9,0.0,8.0,Ribs,42.0,42.0,-14.0
00-0038559,57,1,20,1,Michael Wilson,WR,ARI,55.5,175.6,281.9,39.1,136.5,2026,11.86,15.6,0.0,1.0,Foot,75.0,75.0,18.0
00-0036355,58,1,12,2,Justin Herbert,QB,LAC,175.0,396.7,532.4,37.2,343.5,2026,27.68,14.4,0.0,5.0,Hand,31.0,31.0,-27.0
00-0039165,59,1,26,2,Zach Charbonnet,RB,SEA,38.1,127.9,220.9,35.1,92.8,2026,9.78,13.6,0.0,2.0,Foot,101.0,101.0,42.0
00-0036970,60,1,2,1,Kyle Pitts,TE,ATL,75.6,159.3,225.8,34.7,118.5,2026,11.45,14.5,0.0,7.0,Knee,68.0,68.0,8.0
00-0037834,61,1,13,2,Brock Purdy,QB,SF,123.1,391.9,528.9,33.9,343.5,2026,27.83,14.1,5.0,12.0,Toe,54.0,54.0,-7.0
00-0039868,62,1,21,1,Troy Franklin,WR,DEN,57.3,170.4,242.1,33.9,136.5,2026,11.97,15.4,0.0,0.0,,171.0,171.0,109.0
00-0040666,63,1,27,2,Omarion Hampton,RB,LAC,45.8,125.5,272.3,32.7,92.8,2026,11.78,13.9,2.0,3.0,Ankle,12.0,12.0,-51.0
00-0033288,64,1,3,1,George Kittle,TE,SF,67.9,153.8,216.0,30.0,118.5,2026,11.09,14.9,0.0,4.0,Ankle,83.0,83.0,19.0
00-0031588,65,1,22,1,Stefon Diggs,WR,NE,50.0,166.0,217.4,29.5,136.5,2026,11.51,14.4,0.0,5.0,Chest,109.0,109.0,44.0
00-0039338,66,1,4,1,Brock Bowers,TE,LV,70.9,149.3,200.0,26.2,118.5,2026,11.11,13.0,1.0,8.0,Knee,22.0,22.0,-44.0
00-0035640,67,1,23,1,DK Metcalf,WR,PIT,60.6,161.4,237.1,24.9,136.5,2026,11.97,14.4,0.0,11.0,Not injury related - resting player,73.0,73.0,6.0
00-0040242,68,1,28,2,Jacory Croskey-Merritt,RB,WAS,27.9,116.2,208.1,23.4,92.8,2026,7.92,13.5,0.0,3.0,Knee,95.0,95.0,27.0
00-0035261,69,1,29,2,Tony Pollard,RB,TEN,38.6,114.8,227.8,22.0,92.8,2026,9.07,13.9,0.0,7.0,Not injury related - resting player,63.0,63.0,-6.0
00-0040129,70,1,24,1,Emeka Egbuka,WR,TB,54.4,157.5,248.7,21.0,136.5,2026,11.8,14.8,0.0,4.0,Hamstring,39.0,39.0,-31.0
00-0030506,71,1,5,1,Travis Kelce,TE,KC,61.9,143.2,194.1,21.0,118.5,2026,10.62,12.8,0.0,0.0,,90.0,90.0,19.0
00-0040236,72,1,30,2,Kyle Monangai,RB,CHI,33.1,113.1,216.4,20.3,92.8,2026,8.42,14.4,0.0,5.0,Ankle,61.0,61.0,-11.0
00-0036040,73,1,6,1,Juwan Johnson,TE,NO,59.4,142.3,210.9,20.2,118.5,2026,10.96,14.4,0.0,4.0,Ankle,103.0,103.0,30.0
00-0039067,74,1,25,1,Rashee Rice,WR,KC,41.7,156.6,264.0,20.1,136.5,2026,12.18,13.1,1.0,6.0,Concussion,29.0,29.0,-45.0
00-0036912,75,1,26,1,DeVonta Smith,WR,PHI,48.0,156.1,234.0,19.6,136.5,2026,11.91,15.2,0.0,2.0,Illness,31.0,31.0,-44.0
00-0036264,76,1,14,2,Jordan Love,QB,GB,158.6,370.3,508.6,18.8,343.5,2026,27.17,14.5,1.0,12.0,Shoulder,63.0,63.0,-13.0
00-0037740,77,1,27,1,Garrett Wilson,WR,NYJ,37.2,153.0,239.7,16.5,136.5,2026,10.43,13.0,2.0,4.0,Knee,38.0,38.0,-39.0
00-0039384,78,1,31,2,Tyrone Tracy Jr.,RB,NYG,29.9,109.0,218.4,16.2,92.8,2026,8.9,14.0,1.0,5.0,Shoulder,110.0,110.0,32.0
00-0039337,79,1,28,1,Malik Nabers,WR,NYG,28.8,148.7,261.0,12.2,136.5,2026,11.48,13.3,0.0,3.0,Back,26.0,26.0,-53.0
DST_SEA,80,1,1,1,SEA D/ST,DST,SEA,53.6,95.3,136.9,12.1,71.0,2026,,,,,,,,
00-0037692,81,1,1,1,Brandon Aubrey,K,DAL,136.6,144.5,153.3,11.6,121.2,2026,7.93,15.7,0.0,0.0,,91.0,91.0,10.0
00-0040663,82,1,7,1,Harold Fannin Jr.,TE,CLE,64.9,132.1,196.0,11.6,118.5,2026,11.29,13.0,1.0,4.0,Groin,63.0,63.0,-19.0
00-0040126,83,1,8,1,Colston Loveland,TE,CHI,44.5,131.8,185.4,11.3,118.5,2026,9.33,13.4,0.0,2.0,Hip,36.0,36.0,-47.0
00-0034351,84,1,9,1,Dallas Goedert,TE,PHI,61.4,131.4,165.0,11.0,118.5,2026,8.69,14.8,2.0,5.0,Knee,94.0,94.0,10.0
00-0034383,85,1,10,1,Dalton Schultz,TE,HOU,55.8,131.2,198.3,10.8,118.5,2026,9.23,13.9,0.0,7.0,Knee,98.0,98.0,13.0
00-0038996,86,1,11,1,Tucker Kraft,TE,GB,42.6,130.3,175.8,10.0,118.5,2026,8.98,10.8,0.0,3.0,Knee,63.0,63.0,-23.0
00-0039172,87,2,2,1,Jake Bates,K,DET,87.5,140.5,156.7,9.6,121.2,2026,7.89,16.1,0.0,0.0,,141.0,141.0,54.0
00-0036854,88,2,3,1,Evan McPherson,K,CIN,91.4,139.6,153.6,9.2,121.2,2026,7.86,15.8,0.0,0.0,,152.0,152.0,64.0
DST_DEN,89,2,2,1,DEN D/ST,DST,DEN,47.9,89.5,131.1,9.2,71.0,2026,,,,,,,,
00-0038606,90,2,29,1,Parker Washington,WR,JAX,52.8,145.3,231.3,8.8,136.5,2026,10.69,14.7,0.0,3.0,Hip,71.0,71.0,-19.0
00-0033090,91,2,12,1,Hunter Henry,TE,NE,63.2,128.6,178.5,8.6,118.5,2026,9.0,15.0,0.0,3.0,Knee,92.0,92.0,1.0
DST_HOU,92,2,3,1,HOU D/ST,DST,HOU,46.4,88.0,129.6,8.5,71.0,2026,,,,,,,,
00-0031492,93,2,4,1,Jason Myers,K,SEA,108.6,138.0,151.8,8.4,121.2,2026,8.1,15.4,0.0,0.0,,125.0,125.0,32.0
00-0040583,94,2,32,2,Woody Marks,RB,HOU,27.0,101.2,207.2,8.4,92.8,2026,8.02,13.7,0.0,5.0,Ankle,105.0,105.0,11.0
00-0036252,95,2,30,1,Michael Pittman,WR,IND,54.7,144.8,219.5,8.3,136.5,2026,11.18,14.7,0.0,3.0,Glute,103.0,103.0,8.0
DST_CLE,96,2,4,1,CLE D/ST,DST,CLE,45.8,87.5,129.1,8.2,71.0,2026,,,,,,,,
00-0034855,97,2,15,2,Baker Mayfield,QB,TB,176.5,354.6,514.6,7.8,343.5,2026,27.89,13.3,0.0,10.0,Biceps,72.0,72.0,-25.0
00-0030061,98,2,13,1,Zach Ertz,TE,WAS,53.0,127.2,168.2,7.4,118.5,2026,9.41,14.0,0.0,12.0,Shoulder,275.0,275.0,177.0
00-0036259,99,2,31,2,Jauan Jennings,WR,SF,58.9,143.2,211.2,6.7,136.5,2026,10.71,14.2,1.0,10.0,Ankle,123.0,123.0,24.0
00-0033119,100,2,16,2,Jacoby Brissett,QB,ARI,112.0,353.0,511.8,6.6,343.5,2026,27.85,12.9,0.0,0.0,,179.0,179.0,79.0
DST_JAX,101,2,5,2,JAX D/ST,DST,JAX,42.7,84.3,125.9,6.6,71.0,2026,,,,,,,,
00-0039893,102,2,32,2,Brian Thomas Jr.,WR,JAX,41.5,142.9,233.6,6.4,136.5,2026,10.67,14.4,2.0,7.0,Ankle,75.0,75.0,-27.0
DST_PHI,103,2,6,2,PHI D/ST,DST,PHI,40.3,82.0,123.6,5.5,71.0,2026,,,,,,,,
DST_LAC,104,2,6,2,LAC D/ST,DST,LAC,40.3,82.0,123.6,5.5,71.0,2026,,,,,,,,
00-0034173,105,2,5,1,Eddy Pineiro,K,SF,67.7,131.7,150.5,5.2,121.2,2026,7.9,14.9,2.0,3.0,Hamstring,176.0,176.0,71.0
00-0038041,106,2,14,1,Jake Ferguson,TE,DAL,62.7,124.6,179.8,5.2,118.5,2026,9.04,15.8,0.0,3.0,Calf,97.0,97.0,-9.0
DST_NE,107,2,8,2,NE D/ST,DST,NE,39.8,81.4,123.0,5.2,71.0,2026,,,,,,,,
00-0039409,108,2,6,2,Cam Little,K,JAX,96.6,131.2,155.8,5.0,121.2,2026,7.94,16.1,0.0,0.0,,134.0,134.0,26.0
DST_MIN,109,2,9,3,MIN D/ST,DST,MIN,39.2,80.8,122.4,4.9,71.0,2026,,,,,,,,
00-0037664,110,2,33,2,Alec Pierce,WR,IND,50.1,140.9,241.4,4.4,136.5,2026,10.5,14.8,2.0,7.0,Concussion,94.0,94.0,-16.0
00-0035192,111,2,7,2,Joey Slye,K,TEN,92.3,129.5,153.4,4.1,121.2,2026,7.88,16.0,1.0,2.0,Calf,325.0,325.0,214.0
00-0032726,112,2,8,2,Ka'imi Fairbairn,K,HOU,109.9,129.2,152.6,4.0,121.2,2026,7.9,15.8,2.0,4.0,Quadricep,130.0,130.0,18.0
DST_LA,113,2,10,3,LA D/ST,DST,LA,37.2,78.8,120.4,3.9,71.0,2026,,,,,,,,
DST_BUF,114,2,11,3,BUF D/ST,DST,BUF,36.3,77.9,119.5,3.5,71.0,2026,,,,,,,,
00-0039847,115,2,15,1,Theo Johnson,TE,NYG,46.1,122.5,184.0,3.4,118.5,2026,9.13,13.8,2.0,5.0,Illness,144.0,144.0,29.0
00-0040128,116,2,15,1,Tyler Warren,TE,IND,59.1,122.5,206.6,3.4,118.5,2026,9.63,15.1,0.0,2.0,Illness,48.0,48.0,-68.0
DST_ATL,117,2,12,3,ATL D/ST,DST,ATL,36.0,77.6,119.2,3.3,71.0,2026,,,,,,,,
00-0037224,118,2,9,2,Cameron Dicker,K,LAC,95.4,127.5,153.8,3.1,121.2,2026,7.9,16.1,0.0,0.0,,118.0,118.0,0.0
00-0039404,119,2,10,2,Will Reichard,K,MIN,82.7,127.0,155.7,2.9,121.2,2026,7.92,15.9,0.0,0.0,,166.0,166.0,47.0
00-0039738,120,2,33,2,Blake Corum,RB,LA,21.7,95.2,194.3,2.4,92.8,2026,7.84,13.7,0.0,2.0,Ankle,68.0,68.0,-52.0
00-0036875,121,2,33,2,Rhamondre Stevenson,RB,NE,26.7,95.2,208.3,2.4,92.8,2026,8.17,13.4,2.0,4.0,Toe,58.0,58.0,-63.0
DST_NO,122,2,13,4,NO D/ST,DST,NO,33.1,74.7,116.3,1.9,71.0,2026,,,,,,,,
DST_CAR,123,2,14,4,CAR D/ST,DST,CAR,32.8,74.4,116.0,1.7,71.0,2026,,,,,,,,
00-0039576,124,2,11,3,Spencer Shrader,K,IND,62.1,123.7,155.9,1.2,121.2,2026,7.78,15.0,0.0,0.0,,355.0,355.0,231.0
00-0033787,125,2,12,3,Jake Elliott,K,PHI,72.4,123.4,151.6,1.1,121.2,2026,7.84,16.1,0.0,0.0,,218.0,218.0,93.0
00-0038567,126,2,12,3,Chad Ryland,K,ARI,84.0,123.5,153.4,1.1,121.2,2026,7.87,15.7,0.0,0.0,,324.0,324.0,198.0
00-0035269,127,2,14,3,Matt Gay,K,SF,66.5,122.6,153.7,0.7,121.2,2026,7.81,16.0,1.0,3.0,Back,239.0,239.0,112.0
00-0039919,128,2,34,2,Rome Odunze,WR,CHI,48.9,136.9,232.5,0.4,136.5,2026,11.31,13.9,3.0,8.0,Foot,63.0,63.0,-65.0
00-0035358,129,2,15,3,Chase McLaughlin,K,TB,88.2,121.6,156.9,0.2,121.2,2026,7.9,15.4,0.0,2.0,Illness,199.0,199.0,70.0
00-0036816,130,2,15,4,Riley Patterson,K,MIA,72.0,121.7,154.5,0.2,121.2,2026,7.86,16.0,0.0,0.0,,241.0,241.0,111.0
DST_KC,131,2,15,4,KC D/ST,DST,KC,29.9,71.5,113.2,0.2,71.0,2026,,,,,,,,
DST_DET,132,2,16,4,DET D/ST,DST,DET,29.6,71.3,112.9,0.1,71.0,2026,,,,,,,,
00-0034960,133,2,35,2,Jakobi Meyers,WR,JAX,46.6,136.5,226.8,0.0,136.5,2026,10.17,14.3,0.0,2.0,Knee,77.0,77.0,-56.0
00-0034869,134,2,17,2,Sam Darnold,QB,SEA,152.1,343.5,488.2,0.0,343.5,2026,25.01,13.4,0.0,1.0,Chest,90.0,90.0,-44.0
DST_PIT,135,2,17,5,PIT D/ST,DST,PIT,29.4,71.0,112.6,0.0,71.0,2026,,,,,,,,
00-0037263,136,2,35,2,Tyler Allgeier,RB,ATL,21.1,92.8,183.7,0.0,92.8,2026,7.87,13.7,0.0,2.0,Hip,89.0,89.0,-47.0
00-0039065,137,2,17,1,Sam LaPorta,TE,DET,35.9,118.5,168.3,0.0,118.5,2026,8.49,13.4,1.0,1.0,Back,59.0,59.0,-78.0
00-0031203,138,2,17,4,Cairo Santos,K,CHI,71.2,121.2,152.5,0.0,121.2,2026,7.81,16.1,1.0,3.0,Thigh,190.0,190.0,52.0
00-0033303,139,2,18,4,Harrison Butker,K,KC,58.1,120.6,152.1,-0.3,121.2,2026,7.87,15.9,0.0,0.0,,155.0,155.0,16.0
00-0039793,140,2,18,2,AJ Barner,TE,SEA,53.4,118.0,181.9,-0.4,118.5,2026,7.81,15.3,0.0,6.0,Calf,126.0,126.0,-14.0
DST_TB,141,2,18,5,TB D/ST,DST,TB,28.2,69.8,111.4,-0.6,71.0,2026,,,,,,,,
00-0031136,142,2,19,4,Chris Boswell,K,PIT,64.0,119.9,152.4,-0.6,121.2,2026,7.84,15.2,0.0,0.0,,147.0,147.0,5.0
DST_GB,143,2,19,5,GB D/ST,DST,GB,27.3,68.9,110.6,-1.0,71.0,2026,,,,,,,,
DST_CHI,144,2,19,5,CHI D/ST,DST,CHI,27.3,68.9,110.6,-1.0,71.0,2026,,,,,,,,
00-0033923,145,2,36,2,Kareem Hunt,RB,KC,20.3,91.7,190.2,-1.1,92.8,2026,7.16,13.5,0.0,4.0,Ankle,242.0,242.0,97.0
00-0025565,146,2,20,4,Nick Folk,K,NYJ,67.6,118.6,150.9,-1.3,121.2,2026,7.83,15.8,0.0,0.0,,249.0,249.0,103.0
00-0038544,147,2,36,2,Quentin Johnston,WR,LAC,52.8,135.1,209.8,-1.4,136.5,2026,11.06,13.9,0.0,6.0,Groin,103.0,103.0,-44.0
00-0029822,148,2,21,5,Brandon McManus,K,GB,70.7,117.7,154.2,-1.8,121.2,2026,7.8,15.7,0.0,7.0,Quadricep,999.0,999.0,851.0
DST_LV,149,2,21,6,LV D/ST,DST,LV,25.6,67.2,108.8,-1.9,71.0,2026,,,,,,,,
00-0040200,150,2,22,5,Andy Borregales,K,NE,54.1,116.6,150.5,-2.3,121.2,2026,7.82,15.9,0.0,0.0,,157.0,157.0,7.0
00-0038428,151,2,22,5,Andre Szmyt,K,CLE,59.0,116.6,157.6,-2.3,121.2,2026,7.83,16.0,0.0,1.0,Calf,319.0,319.0,168.0
DST_IND,152,2,22,6,IND D/ST,DST,IND,24.7,66.3,108.0,-2.4,71.0,2026,,,,,,,,
00-0034161,153,2,24,5,Daniel Carlson,K,LV,46.1,116.3,152.1,-2.5,121.2,2026,7.84,15.8,0.0,0.0,,598.0,598.0,445.0
00-0035685,154,2,37,2,David Montgomery,RB,DET,20.9,90.2,194.2,-2.6,92.8,2026,7.16,13.5,0.0,1.0,Illness,45.0,45.0,-109.0
DST_TEN,155,2,23,6,TEN D/ST,DST,TEN,24.2,65.8,107.4,-2.6,71.0,2026,,,,,,,,
00-0039849,156,2,37,2,Marvin Harrison Jr.,WR,ARI,46.1,133.6,229.3,-2.9,136.5,2026,10.39,14.1,4.0,9.0,Heel,74.0,74.0,-82.0
00-0032569,157,2,25,5,Wil Lutz,K,DEN,52.0,115.4,154.7,-2.9,121.2,2026,7.83,16.1,0.0,1.0,Illness,177.0,177.0,20.0
00-0038562,158,2,26,6,Jake Moody,K,WAS,51.5,115.3,155.4,-3.0,121.2,2026,7.81,15.3,0.0,0.0,,309.0,309.0,151.0
DST_BAL,159,2,24,6,BAL D/ST,DST,BAL,23.0,64.6,106.2,-3.2,71.0,2026,,,,,,,,
DST_MIA,160,2,24,7,MIA D/ST,DST,MIA,23.0,64.6,106.2,-3.2,71.0,2026,,,,,,,,
00-0039391,161,2,38,2,Kimani Vidal,RB,LAC,19.4,89.6,215.9,-3.2,92.8,2026,8.43,12.9,0.0,2.0,Neck,141.0,141.0,-20.0
00-0036322,162,2,38,2,Justin Jefferson,WR,MIN,47.6,133.0,228.4,-3.5,136.5,2026,10.26,14.3,0.0,2.0,Not injury related - resting player,11.0,11.0,-151.0
00-0037256,163,2,39,3,Rachaad White,RB,TB,15.6,89.3,183.0,-3.5,92.8,2026,6.94,13.9,0.0,0.0,,124.0,124.0,-39.0
DST_WAS,164,2,26,7,WAS D/ST,DST,WAS,21.5,63.2,104.8,-3.9,71.0,2026,,,,,,,,
00-0038905,165,2,27,6,Blake Grupe,K,IND,74.7,113.0,154.0,-4.1,121.2,2026,7.87,15.5,0.0,0.0,,689.0,689.0,524.0
00-0023853,166,2,28,6,Matt Prater,K,BUF,49.3,112.5,153.1,-4.4,121.2,2026,7.86,15.8,2.0,4.0,Quadricep,999.0,999.0,833.0
DST_SF,167,2,27,7,SF D/ST,DST,SF,20.4,62.0,103.6,-4.5,71.0,2026,,,,,,,,
00-0039750,168,2,29,6,Joshua Karty,K,LA,46.8,111.5,153.5,-4.9,121.2,2026,7.77,14.4,0.0,0.0,,999.0,999.0,831.0
00-0040279,169,2,30,6,Ryan Fitzgerald,K,CAR,40.0,111.3,153.9,-5.0,121.2,2026,7.82,16.0,0.0,0.0,,327.0,327.0,158.0
DST_NYG,170,2,28,7,NYG D/ST,DST,NYG,18.4,60.0,101.6,-5.5,71.0,2026,,,,,,,,
DST_ARI,171,2,29,8,ARI D/ST,DST,ARI,18.1,59.7,101.3,-5.6,71.0,2026,,,,,,,,
00-0033862,172,2,31,7,Zane Gonzalez,K,ATL,53.2,109.1,152.5,-6.1,121.2,2026,7.87,15.1,0.0,0.0,,999.0,999.0,827.0
