player_id,overall_rank,tier,pos_rank,pos_tier,player_name,position,team,proj_p10,proj_p50,proj_p90,vor,replacement_baseline,projected_season,proj_ppg_p50,proj_games_p50,inj_weeks_out,inj_weeks_on_report,inj_primary,adp,adp_rank,value_vs_adp
00-0036442,459,6,26,3,Joe Burrow,QB,CIN,46.4,219.2,457.8,-87.0,343.5,2026,25.67,9.8,2.0,4.0,Toe,15.0,15.0,-444.0
00-0036423,460,6,99,6,Albert Okwuegbunam,TE,LV,6.8,16.0,50.0,-87.1,118.5,2026,2.39,8.1,0.0,0.0,,546.0,546.0,86.0
00-0032385,461,6,106,4,Sterling Shepard,WR,TB,12.4,49.1,104.7,-87.4,136.5,2026,4.3,10.8,0.0,3.0,Shoulder,507.0,507.0,46.0
00-0037741,462,6,106,4,Jahan Dotson,WR,PHI,6.1,49.1,118.5,-87.4,136.5,2026,4.65,12.7,0.0,1.0,Toe,508.0,508.0,46.0
00-0036415,463,6,108,4,Van Jefferson,WR,TEN,10.6,49.0,126.6,-87.5,136.5,2026,4.27,11.9,1.0,4.0,Forearm,592.0,592.0,129.0
00-0040509,464,6,100,6,Ben Yurosek,TE,MIN,3.8,15.5,44.9,-87.6,118.5,2026,2.15,8.8,1.0,2.0,Knee,999.0,999.0,535.0
00-0036950,465,6,157,8,Avery Williams,RB,NYJ,0.9,4.8,38.4,-88.0,92.8,2026,0.96,7.9,0.0,0.0,,648.0,648.0,183.0
00-0040628,466,6,101,6,Drake Dabney,TE,GB,3.3,14.1,36.7,-88.7,118.5,2026,2.39,6.7,0.0,0.0,,409.0,409.0,-57.0
00-0040225,467,6,101,7,Thomas Fidone II,TE,NYG,3.3,14.1,36.7,-88.7,118.5,2026,2.36,6.7,1.0,3.0,Foot,365.0,365.0,-102.0
00-0040244,468,6,101,6,Moliki Matavao,TE,NO,3.3,14.1,36.7,-88.7,118.5,2026,2.37,6.7,0.0,0.0,,999.0,999.0,531.0
00-0036876,469,6,104,7,Kylen Granson,TE,PHI,10.4,13.5,62.4,-89.2,118.5,2026,2.4,9.1,0.0,1.0,Abdomen,505.0,505.0,36.0
00-0033757,470,6,104,7,Robert Tonyan,TE,KC,2.9,13.5,37.5,-89.2,118.5,2026,1.79,7.6,0.0,0.0,,445.0,445.0,-25.0
00-0039631,471,6,104,7,Cam Grandy,TE,CIN,3.0,13.6,52.3,-89.2,118.5,2026,2.03,8.5,1.0,2.0,Chest,600.0,600.0,129.0
00-0039424,472,6,109,4,Devaughn Vele,WR,NO,9.3,47.2,129.0,-89.3,136.5,2026,4.46,11.4,0.0,3.0,Hip,209.0,209.0,-263.0
00-0037292,473,6,107,7,Andrew Ogletree,TE,IND,9.4,13.3,64.0,-89.4,118.5,2026,2.29,8.4,1.0,1.0,Neck,427.0,427.0,-46.0
00-0040581,474,6,110,4,Dont'e Thornton Jr.,WR,LV,4.8,46.9,121.5,-89.6,136.5,2026,4.47,10.0,1.0,2.0,Concussion,677.0,677.0,203.0
00-0039648,475,6,108,7,David Martin-Robinson,TE,TEN,7.9,13.1,65.5,-89.6,118.5,2026,2.37,8.8,0.0,0.0,,,,
00-0039754,476,6,109,7,Devin Culp,TE,TB,2.8,13.0,50.9,-89.7,118.5,2026,1.92,8.4,0.0,3.0,Knee,659.0,659.0,183.0
00-0036825,477,6,110,7,Feleipe Franks,TE,ATL,9.5,12.9,46.1,-89.8,118.5,2026,2.33,8.8,0.0,4.0,Calf,351.0,351.0,-126.0
00-0036741,478,6,111,7,Jack Stoll,TE,NO,2.5,12.7,52.0,-89.9,118.5,2026,2.19,8.0,0.0,3.0,Ankle,621.0,621.0,143.0
00-0031484,479,6,112,7,Chris Manhertz,TE,NYG,3.0,12.4,30.1,-90.2,118.5,2026,1.84,7.1,0.0,1.0,Illness,625.0,625.0,146.0
00-0039686,480,6,113,7,Colson Yankoff,TE,WAS,7.6,12.3,46.4,-90.3,118.5,2026,2.38,8.5,3.0,8.0,Hamstring,678.0,678.0,198.0
00-0038564,481,6,113,7,Cameron Latu,TE,PHI,8.8,12.3,46.9,-90.3,118.5,2026,2.33,8.8,0.0,2.0,Neck,667.0,667.0,186.0
00-0038809,482,6,115,7,Ben Sims,TE,MIN,2.8,12.1,49.3,-90.4,118.5,2026,1.87,8.3,0.0,0.0,,468.0,468.0,-14.0
00-0033576,483,6,115,7,Eric Saubert,TE,SEA,4.0,12.1,43.3,-90.4,118.5,2026,1.8,7.5,1.0,2.0,Calf,461.0,461.0,-22.0
00-0039355,484,6,111,4,Luke McCaffrey,WR,WAS,6.0,46.0,111.5,-90.5,136.5,2026,4.14,12.2,0.0,0.0,,620.0,620.0,136.0
00-0039824,485,6,117,7,Jared Wiley,TE,KC,3.0,11.8,40.2,-90.7,118.5,2026,1.93,8.1,0.0,1.0,Knee,435.0,435.0,-50.0
00-0039050,486,6,117,7,Payne Durham,TE,TB,2.3,11.8,50.3,-90.7,118.5,2026,2.16,7.4,0.0,0.0,,564.0,564.0,78.0
00-0039305,487,6,119,7,Jack Westover,TE,NE,2.8,11.4,37.8,-91.0,118.5,2026,1.8,8.4,0.0,3.0,Ankle,626.0,626.0,139.0
00-0039458,488,6,120,8,Brenden Bates,TE,CLE,2.3,11.3,50.1,-91.1,118.5,2026,1.79,8.0,2.0,7.0,Ankle,999.0,999.0,511.0
00-0040648,489,6,112,4,Tory Horton,WR,SEA,11.6,45.4,119.9,-91.1,136.5,2026,5.25,10.3,2.0,5.0,Groin,199.0,199.0,-290.0
00-0035956,490,6,121,8,Giovanni Ricci,TE,DET,2.2,11.2,40.1,-91.2,118.5,2026,1.85,7.9,0.0,0.0,,,,
00-0038590,491,6,121,8,Justin Shorter,TE,LV,2.8,11.2,37.3,-91.2,118.5,2026,1.77,8.6,0.0,3.0,Illness,696.0,696.0,205.0
00-0037311,492,6,123,8,Ko Kieft,TE,TB,2.3,11.1,41.2,-91.3,118.5,2026,1.83,8.3,0.0,1.0,Head,641.0,641.0,149.0
00-0032211,493,6,113,4,Tyler Lockett,WR,LV,11.4,45.1,97.4,-91.4,136.5,2026,4.02,13.6,0.0,7.0,Knee,131.0,131.0,-362.0
00-0038643,494,6,124,8,Brayden Willis,TE,SF,3.4,10.9,43.6,-91.5,118.5,2026,1.75,8.2,0.0,0.0,,683.0,683.0,189.0
00-0037654,495,6,125,8,Tucker Fisk,TE,LAC,2.3,10.7,44.2,-91.6,118.5,2026,1.83,7.6,1.0,2.0,Ankle,532.0,532.0,37.0
00-0038710,496,6,126,8,Blake Whiteheart,TE,CLE,2.4,10.4,45.1,-91.9,118.5,2026,1.97,8.3,0.0,3.0,Shoulder,618.0,618.0,122.0
00-0036332,497,6,127,8,Josiah Deguara,TE,ARI,2.8,10.3,39.4,-92.0,118.5,2026,1.65,7.7,0.0,0.0,,999.0,999.0,502.0
00-0034073,498,6,128,8,Ross Dwelley,TE,DET,2.5,10.0,32.3,-92.2,118.5,2026,1.63,7.3,0.0,0.0,,567.0,567.0,69.0
00-0037031,499,6,129,8,Nikola Kalinic,TE,CHI,3.6,9.8,32.5,-92.4,118.5,2026,2.07,7.7,0.0,0.0,,518.0,518.0,19.0
00-0033439,500,6,129,8,Pharaoh Brown,TE,ARI,2.7,9.8,32.8,-92.4,118.5,2026,1.64,7.3,0.0,0.0,,242.0,242.0,-258.0
00-0038394,501,6,131,8,Will Mallory,TE,IND,2.5,9.6,39.2,-92.6,118.5,2026,1.94,8.0,1.0,1.0,Lung,681.0,681.0,180.0
00-0039489,502,6,131,8,Hayden Rucci,TE,MIA,2.9,9.5,32.9,-92.6,118.5,2026,2.08,6.6,0.0,0.0,,442.0,442.0,-60.0
00-0037340,503,6,131,8,Zaire Mitchell-Paden,TE,NO,2.1,9.5,30.0,-92.6,118.5,2026,1.86,7.7,1.0,3.0,Knee,999.0,999.0,496.0
00-0038735,504,6,134,8,Princeton Fant,TE,DAL,2.2,9.2,34.3,-92.9,118.5,2026,1.53,7.1,0.0,0.0,,277.0,277.0,-227.0
00-0039739,505,6,114,4,Roman Wilson,WR,PIT,5.1,43.6,119.9,-92.9,136.5,2026,4.28,11.8,0.0,0.0,,688.0,688.0,183.0
00-0034798,506,6,135,8,Durham Smythe,TE,CHI,2.6,9.1,33.2,-93.0,118.5,2026,1.49,6.7,0.0,1.0,Calf,663.0,663.0,157.0
00-0024243,507,6,136,8,Marcedes Lewis,TE,DEN,4.4,8.8,22.5,-93.2,118.5,2026,1.54,6.1,0.0,0.0,,620.0,620.0,113.0
00-0038456,508,6,137,8,Travis Vokolek,TE,ARI,2.6,8.3,30.4,-93.7,118.5,2026,1.96,6.6,0.0,0.0,,,,
00-0036427,509,6,115,4,Tyler Johnson,WR,NYJ,5.9,42.7,110.0,-93.8,136.5,2026,4.12,10.6,0.0,0.0,,538.0,538.0,29.0
00-0035359,510,6,116,4,David Sills,WR,ATL,8.8,41.8,112.4,-94.7,136.5,2026,3.67,10.4,0.0,0.0,,405.0,405.0,-105.0
00-0040311,511,6,117,4,Theo Wease Jr.,WR,MIA,11.5,41.6,109.7,-94.9,136.5,2026,3.8,10.1,0.0,0.0,,666.0,666.0,155.0
00-0033857,512,6,118,4,JuJu Smith-Schuster,WR,KC,9.5,39.9,99.0,-96.6,136.5,2026,2.77,12.9,0.0,4.0,Knee,398.0,398.0,-114.0
00-0032775,513,6,119,5,Demarcus Robinson,WR,SF,7.2,39.8,90.1,-96.7,136.5,2026,3.58,11.2,0.0,0.0,,679.0,679.0,166.0
00-0033375,514,6,119,4,Tim Patrick,WR,JAX,4.8,39.8,83.8,-96.7,136.5,2026,3.48,11.6,1.0,3.0,Groin,573.0,573.0,59.0
00-0038359,515,6,119,4,Xavier Smith,WR,LA,4.5,39.8,110.7,-96.7,136.5,2026,3.83,13.9,0.0,3.0,Concussion,551.0,551.0,36.0
00-0032464,516,6,122,5,Kalif Raymond,WR,DET,5.4,38.6,89.7,-97.9,136.5,2026,3.53,12.3,2.0,6.0,Ankle,645.0,645.0,129.0
00-0030564,517,7,123,5,DeAndre Hopkins,WR,BAL,9.6,38.4,87.3,-98.1,136.5,2026,3.17,12.5,0.0,3.0,Not injury related - resting player,319.0,319.0,-198.0
00-0039751,518,7,124,5,Jordan Whittington,WR,LA,4.8,37.9,98.0,-98.6,136.5,2026,3.9,11.2,0.0,3.0,Back,648.0,648.0,130.0
00-0040743,519,7,27,3,Tyler Shough,QB,NO,58.4,201.4,450.8,-99.5,343.5,2026,23.9,9.4,0.0,3.0,Hip,86.0,86.0,-433.0
00-0036849,520,7,125,5,Tutu Atwell,WR,LA,5.0,36.0,116.6,-100.5,136.5,2026,3.7,10.4,0.0,5.0,Hamstring,691.0,691.0,171.0
00-0040590,521,7,126,5,Konata Mumpfield,WR,LA,5.3,35.8,109.0,-100.7,136.5,2026,4.35,10.2,0.0,1.0,Calf,678.0,678.0,157.0
00-0040522,522,7,127,5,Xavier Restrepo,WR,TEN,6.2,34.2,116.8,-102.3,136.5,2026,3.47,7.7,0.0,0.0,,633.0,633.0,111.0
00-0040259,523,7,127,5,Gage Larvadain,WR,CLE,4.7,34.2,89.8,-102.3,136.5,2026,3.05,10.9,0.0,1.0,Concussion,527.0,527.0,4.0
00-0032398,524,7,129,5,Chris Moore,WR,WAS,4.9,33.5,88.2,-103.0,136.5,2026,3.7,9.1,0.0,1.0,Illness,999.0,999.0,475.0
00-0033891,525,7,130,5,Zay Jones,WR,ARI,5.1,33.0,98.7,-103.5,136.5,2026,3.92,8.2,1.0,6.0,Concussion,643.0,643.0,118.0
00-0040154,526,7,131,5,Tai Felton,WR,MIN,3.4,32.7,75.2,-103.8,136.5,2026,2.16,10.9,0.0,0.0,,693.0,693.0,167.0
00-0026158,527,7,28,3,Joe Flacco,QB,CIN,86.3,194.7,431.9,-104.2,343.5,2026,24.75,8.9,0.0,4.0,Shoulder,493.0,493.0,-34.0
00-0035406,528,7,132,5,Lil'Jordan Humphrey,WR,DEN,4.8,31.8,108.4,-104.7,136.5,2026,3.79,9.9,0.0,0.0,,630.0,630.0,102.0
00-0036980,529,7,133,5,Elijah Moore,WR,BUF,4.9,31.4,112.1,-105.1,136.5,2026,3.74,10.1,0.0,1.0,Not injury related - personal matter,357.0,357.0,-172.0
00-0038839,530,7,134,5,Mitchell Tinsley,WR,CIN,4.6,31.1,110.9,-105.4,136.5,2026,3.95,9.5,0.0,0.0,,608.0,608.0,78.0
00-0031236,531,7,135,5,Brandin Cooks,WR,BUF,6.9,30.0,71.8,-106.5,136.5,2026,3.3,9.0,1.0,1.0,Not injury related - personal matter,151.0,151.0,-380.0
00-0037231,532,7,136,5,Kevin Austin Jr.,WR,NO,4.7,29.7,119.0,-106.8,136.5,2026,3.92,10.4,0.0,0.0,,999.0,999.0,467.0
00-0039917,533,7,29,3,Michael Penix Jr.,QB,ATL,31.1,190.6,460.8,-107.0,343.5,2026,23.44,9.9,0.0,3.0,Knee,228.0,228.0,-305.0
00-0030035,534,7,137,5,Adam Thielen,WR,PIT,4.9,29.0,60.5,-107.5,136.5,2026,2.69,8.4,0.0,0.0,,163.0,163.0,-371.0
00-0036165,535,7,138,5,Isaiah Hodgins,WR,NYG,3.8,28.7,110.5,-107.8,136.5,2026,3.95,10.3,0.0,0.0,,,,
00-0040218,536,7,139,5,Jimmy Horn Jr.,WR,CAR,4.8,28.5,96.3,-108.0,136.5,2026,3.42,10.3,0.0,2.0,Not injury related - personal matter,663.0,663.0,127.0
00-0037742,537,7,140,5,Treylon Burks,WR,WAS,4.4,28.1,115.3,-108.4,136.5,2026,3.92,9.6,1.0,3.0,Finger,679.0,679.0,142.0
00-0040009,538,7,140,5,Savion Williams,WR,GB,4.4,28.1,85.1,-108.4,136.5,2026,2.48,9.9,3.0,11.0,Foot,679.0,679.0,141.0
00-0039589,539,7,142,5,Kameron Johnson,WR,TB,3.9,27.5,78.1,-109.0,136.5,2026,1.41,14.1,0.0,1.0,Knee,652.0,652.0,113.0
00-0037524,540,7,143,5,Tay Martin,WR,WAS,3.7,26.7,75.7,-109.8,136.5,2026,2.99,8.8,0.0,0.0,,534.0,534.0,-6.0
00-0034407,541,7,144,5,Ray-Ray McCloud,WR,NYG,4.9,26.4,100.8,-110.1,136.5,2026,3.18,9.0,1.0,2.0,Not injury related - other,676.0,676.0,135.0
00-0039920,542,7,144,5,Malachi Corley,WR,CLE,4.6,26.4,84.2,-110.1,136.5,2026,2.9,9.7,0.0,2.0,Concussion,242.0,242.0,-300.0
00-0040646,543,7,146,5,Jalen Royals,WR,KC,3.0,26.3,83.7,-110.2,136.5,2026,3.36,7.6,2.0,4.0,Knee,686.0,686.0,143.0
00-0040582,544,7,147,5,Arian Smith,WR,NYJ,4.0,25.9,79.4,-110.6,136.5,2026,2.69,11.2,0.0,0.0,,422.0,422.0,-122.0
00-0034983,545,7,147,5,Hunter Renfrow,WR,CAR,5.4,25.9,89.3,-110.6,136.5,2026,2.39,8.4,0.0,3.0,Not injury related - personal matter,393.0,393.0,-152.0
00-0034272,546,7,147,5,Marquez Valdes-Scantling,WR,PIT,4.2,25.9,88.7,-110.6,136.5,2026,3.05,7.8,0.0,1.0,Calf,630.0,630.0,84.0
00-0040506,547,7,150,5,Myles Price,WR,MIN,3.0,25.4,68.9,-111.1,136.5,2026,2.1,14.2,1.0,2.0,Ankle,700.0,700.0,153.0
00-0040432,548,7,151,6,Beaux Collins,WR,NYG,4.3,25.3,80.1,-111.2,136.5,2026,3.46,8.4,4.0,7.0,Neck,680.0,680.0,132.0
00-0040277,549,7,152,6,Jahdae Walker,WR,CHI,4.5,25.2,86.1,-111.3,136.5,2026,3.56,9.3,2.0,4.0,Concussion,664.0,664.0,115.0
00-0040075,550,7,153,6,LaJohntay Wester,WR,BAL,3.3,25.0,68.5,-111.5,136.5,2026,1.98,12.1,0.0,0.0,,653.0,653.0,103.0
00-0039394,551,7,153,6,Casey Washington,WR,ATL,3.7,25.0,86.2,-111.5,136.5,2026,2.89,8.0,3.0,5.0,Concussion,999.0,999.0,448.0
00-0039923,552,7,30,3,J.J. McCarthy,QB,MIN,17.3,184.0,430.9,-111.6,343.5,2026,21.69,8.5,5.0,12.0,Ankle,224.0,224.0,-328.0
00-0037091,553,7,155,6,Bo Melton,WR,GB,4.7,24.8,86.0,-111.7,136.5,2026,2.96,9.9,1.0,5.0,Shoulder,654.0,654.0,101.0
00-0040241,554,7,156,6,Dominic Lovett,WR,DET,2.8,24.7,84.7,-111.8,136.5,2026,3.52,7.3,0.0,0.0,,513.0,513.0,-41.0
00-0038840,555,7,157,6,Brycen Tremayne,WR,CAR,3.6,24.1,95.0,-112.4,136.5,2026,2.76,11.5,0.0,3.0,Hip,614.0,614.0,59.0
00-0033591,556,7,158,6,Noah Brown,WR,WAS,5.0,23.9,84.0,-112.6,136.5,2026,3.3,8.3,5.0,9.0,Groin,634.0,634.0,78.0
00-0038938,557,7,159,6,Jalin Hyatt,WR,NYG,3.6,23.6,75.4,-112.9,136.5,2026,2.95,8.8,0.0,3.0,Illness,686.0,686.0,129.0
00-0040534,558,7,160,6,Ke'Shawn Williams,WR,CIN,3.0,23.5,69.6,-113.0,136.5,2026,2.2,11.1,0.0,1.0,Concussion,561.0,561.0,3.0
00-0036182,559,7,161,6,Nick Westbrook-Ikhine,WR,MIA,3.7,23.4,86.7,-113.1,136.5,2026,3.21,9.4,0.0,0.0,,687.0,687.0,128.0
00-0034521,560,7,162,6,Allen Lazard,WR,NYJ,4.2,23.0,79.8,-113.5,136.5,2026,2.88,8.2,1.0,2.0,Not injury related - personal matter,322.0,322.0,-238.0
00-0039792,561,7,163,6,Devontez Walker,WR,BAL,3.8,22.3,83.8,-114.2,136.5,2026,2.68,8.5,1.0,4.0,Oblique,650.0,650.0,89.0
00-0038891,562,7,164,6,Shedrick Jackson,WR,LV,4.1,21.9,76.5,-114.6,136.5,2026,2.83,7.9,0.0,0.0,,375.0,375.0,-187.0
00-0040024,563,7,165,6,Darius Cooper,WR,PHI,4.1,21.6,70.5,-114.9,136.5,2026,2.63,8.8,0.0,2.0,Shoulder,658.0,658.0,95.0
00-0040172,564,7,166,6,Jordan Watkins,WR,SF,4.4,21.4,111.0,-115.1,136.5,2026,4.74,8.2,4.0,7.0,Calf,999.0,999.0,435.0
00-0036212,565,7,31,4,Tua Tagovailoa,QB,MIA,51.1,178.4,407.4,-115.6,343.5,2026,23.5,8.6,0.0,4.0,Thumb,232.0,232.0,-333.0
00-0040184,566,7,167,6,KeAndre Lambert-Smith,WR,LAC,3.3,20.7,73.2,-115.8,136.5,2026,1.87,10.2,0.0,1.0,Hamstring,648.0,648.0,82.0
00-0036196,567,7,168,6,Gabe Davis,WR,BUF,3.4,20.5,84.4,-116.0,136.5,2026,2.71,8.0,0.0,0.0,,322.0,322.0,-245.0
00-0038640,568,7,169,6,Jalen Brooks,WR,ARI,3.9,20.4,75.2,-116.1,136.5,2026,2.65,8.2,0.0,0.0,,661.0,661.0,93.0
00-0039379,569,7,170,6,Jamari Thrash,WR,CLE,3.7,20.0,91.0,-116.5,136.5,2026,2.8,8.6,1.0,2.0,Foot,999.0,999.0,430.0
00-0039816,570,7,171,6,Anthony Gould,WR,IND,2.7,19.9,64.7,-116.6,136.5,2026,1.89,9.9,5.0,7.0,Foot,333.0,333.0,-237.0
00-0038465,571,7,172,6,Malik Heath,WR,GB,3.7,19.8,80.4,-116.7,136.5,2026,2.68,8.5,1.0,2.0,Not injury related - personal matter,,,
00-0038576,572,7,173,6,Charlie Jones,WR,CIN,2.7,19.7,61.7,-116.8,136.5,2026,2.29,11.1,3.0,7.0,Ankle,660.0,660.0,88.0
00-0036527,573,7,173,6,DJ Turner,WR,LV,4.5,19.7,80.3,-116.8,136.5,2026,2.28,7.5,0.0,0.0,,,,
00-0038090,574,7,175,6,Skyy Moore,WR,SF,4.4,19.3,75.2,-117.2,136.5,2026,2.06,13.9,0.0,1.0,Ankle,608.0,608.0,34.0
00-0040563,575,7,175,6,Efton Chism III,WR,NE,3.1,19.3,69.4,-117.2,136.5,2026,1.39,10.3,0.0,1.0,Knee,572.0,572.0,-3.0
00-0036841,576,7,177,6,Austin Trammell,WR,JAX,3.7,19.2,82.6,-117.3,136.5,2026,2.43,8.5,0.0,0.0,,658.0,658.0,82.0
00-0040406,577,7,178,6,Quentin Skinner,WR,NYJ,2.6,19.1,75.3,-117.4,136.5,2026,3.5,6.9,0.0,0.0,,574.0,574.0,-3.0
00-0040629,578,7,178,6,Dalevon Campbell,WR,CAR,2.6,19.1,75.3,-117.4,136.5,2026,3.5,6.9,0.0,0.0,,999.0,999.0,421.0
00-0038519,579,7,180,6,Nikko Remigio,WR,KC,2.8,18.9,60.0,-117.6,136.5,2026,1.84,11.1,1.0,5.0,Shoulder,498.0,498.0,-81.0
00-0036630,580,7,181,7,Tylan Wallace,WR,BAL,3.4,18.7,73.9,-117.8,136.5,2026,1.7,9.3,0.0,0.0,,670.0,670.0,90.0
00-0033943,581,7,182,7,Josh Reynolds,WR,NYJ,4.3,18.6,70.7,-117.9,136.5,2026,2.54,7.3,3.0,5.0,Hamstring,394.0,394.0,-187.0
00-0039884,582,7,183,7,Tahj Washington,WR,MIA,3.4,18.4,88.3,-118.1,136.5,2026,4.14,7.2,0.0,0.0,,657.0,657.0,75.0
00-0040317,583,7,183,7,Jacoby Jones,WR,WAS,2.5,18.4,74.2,-118.1,136.5,2026,3.41,6.8,0.0,0.0,,605.0,605.0,22.0
00-0038953,584,7,185,7,Dylan Drummond,WR,ATL,3.4,18.2,74.2,-118.3,136.5,2026,2.97,8.2,0.0,0.0,,251.0,251.0,-333.0
00-0040431,585,7,186,7,Dalen Cambre,WR,NYG,2.9,17.3,73.3,-119.2,136.5,2026,2.55,7.5,0.0,0.0,,687.0,687.0,102.0
00-0033282,586,7,186,7,Curtis Samuel,WR,BUF,4.3,17.3,55.5,-119.2,136.5,2026,2.0,8.3,2.0,4.0,Elbow,371.0,371.0,-215.0
00-0035298,587,7,188,7,Scott Miller,WR,PIT,3.4,17.0,62.3,-119.5,136.5,2026,2.24,7.7,3.0,4.0,Finger,549.0,549.0,-38.0
00-0040352,588,7,188,7,Coleman Owen,WR,IND,2.5,17.0,75.9,-119.5,136.5,2026,3.12,6.5,0.0,0.0,,244.0,244.0,-344.0
00-0038573,589,7,190,7,Derius Davis,WR,LAC,2.7,16.9,63.2,-119.6,136.5,2026,1.85,9.5,6.0,8.0,Ankle,615.0,615.0,26.0
00-0039650,590,7,191,7,Bryce Oliver,WR,TEN,3.3,16.5,66.7,-120.0,136.5,2026,2.4,6.7,8.0,11.0,Knee,656.0,656.0,66.0
00-0038740,591,7,192,7,Jalen Moreno-Cropper,WR,DAL,2.6,16.4,74.3,-120.1,136.5,2026,3.12,6.4,0.0,0.0,,700.0,700.0,109.0
00-0036972,592,7,32,4,Mac Jones,QB,SF,40.6,171.9,420.1,-120.1,343.5,2026,23.31,9.3,0.0,10.0,Knee,404.0,404.0,-188.0
00-0039062,593,7,193,7,Jonathan Mingo,WR,DAL,3.4,16.3,66.8,-120.2,136.5,2026,2.44,8.2,0.0,4.0,Knee,673.0,673.0,80.0
00-0034054,594,7,194,7,River Cracraft,WR,WAS,3.7,16.0,57.5,-120.5,136.5,2026,1.92,7.2,0.0,0.0,,,,
00-0035021,595,7,194,7,Ashton Dulin,WR,IND,3.1,16.0,72.8,-120.5,136.5,2026,1.52,8.7,1.0,3.0,Chest,697.0,697.0,102.0
00-0036862,596,7,194,7,Ben Skowronek,WR,PIT,3.6,16.0,77.5,-120.5,136.5,2026,1.44,12.7,0.0,8.0,Hand,655.0,655.0,59.0
00-0038496,597,7,197,7,Xavier Gipson,WR,PHI,2.6,15.9,64.0,-120.6,136.5,2026,1.75,9.6,1.0,2.0,Shoulder,247.0,247.0,-350.0
00-0036959,598,7,198,7,Michael Bandy,WR,DEN,3.1,15.8,67.6,-120.7,136.5,2026,1.3,8.3,0.0,0.0,,999.0,999.0,401.0
00-0038492,599,7,199,7,Jason Brownlee,WR,KC,3.6,15.6,62.7,-120.9,136.5,2026,2.1,7.3,0.0,0.0,,,,
00-0038824,600,7,200,7,Ryan Miller,WR,TB,3.6,15.2,74.6,-121.3,136.5,2026,1.64,8.8,0.0,0.0,,354.0,354.0,-246.0
00-0037093,601,7,200,7,Dareke Young,WR,SEA,2.9,15.2,72.3,-121.3,136.5,2026,1.54,9.2,5.0,7.0,Quadricep,676.0,676.0,75.0
00-0033589,602,7,202,7,David Moore,WR,CAR,3.8,15.1,49.4,-121.4,136.5,2026,1.95,7.0,0.0,3.0,Elbow,576.0,576.0,-26.0
00-0040388,603,8,202,7,Jakobie Keeney-James,WR,GB,2.4,15.1,68.6,-121.4,136.5,2026,3.22,5.7,0.0,0.0,,700.0,700.0,97.0
00-0038728,604,8,204,7,Jared Wayne,WR,HOU,3.2,14.9,122.1,-121.6,136.5,2026,5.3,6.8,0.0,0.0,,675.0,675.0,71.0
00-0039521,605,8,204,7,Xavier Weaver,WR,ARI,3.3,14.9,71.4,-121.6,136.5,2026,2.17,7.7,1.0,6.0,Hamstring,647.0,647.0,42.0
00-0039623,606,8,206,7,Mason Tipton,WR,NO,3.3,14.8,79.7,-121.7,136.5,2026,2.52,8.2,0.0,3.0,Groin,490.0,490.0,-116.0
00-0032688,607,8,207,7,Robbie Chosen,WR,WAS,3.7,14.5,55.9,-122.0,136.5,2026,2.19,7.7,0.0,0.0,,575.0,575.0,-32.0
00-0039710,608,8,208,7,Jeshaun Jones,WR,MIN,2.4,14.4,64.7,-122.1,136.5,2026,3.32,5.6,0.0,0.0,,469.0,469.0,-139.0
00-0036620,609,8,209,7,Dee Eskridge,WR,MIA,2.6,14.2,61.8,-122.3,136.5,2026,1.47,9.3,1.0,6.0,Shoulder,,,
00-0038647,610,8,210,7,Ronnie Bell,WR,NO,3.5,13.9,61.3,-122.6,136.5,2026,1.82,7.6,0.0,0.0,,683.0,683.0,73.0
00-0037487,611,8,210,8,Deven Thompkins,WR,ATL,2.7,13.9,63.4,-122.6,136.5,2026,1.76,8.8,0.0,0.0,,699.0,699.0,88.0
00-0038752,612,8,212,8,Jake Bobo,WR,SEA,2.7,13.8,59.3,-122.7,136.5,2026,1.19,8.4,3.0,5.0,Achilles,589.0,589.0,-23.0
00-0037098,613,8,212,8,Samori Toure,WR,NO,3.0,13.8,61.0,-122.7,136.5,2026,1.7,6.9,0.0,0.0,,,,
00-0038911,614,8,214,8,Malik Cunningham,WR,DET,2.4,13.6,87.0,-122.9,136.5,2026,3.15,5.5,0.0,0.0,,669.0,669.0,55.0
00-0037380,615,8,215,8,Kaden Davis,WR,CLE,2.4,13.3,69.0,-123.2,136.5,2026,3.33,5.7,0.0,0.0,,646.0,646.0,31.0
00-0035891,616,8,216,8,Cody White,WR,SEA,3.1,13.2,80.4,-123.3,136.5,2026,1.49,8.4,0.0,9.0,Abdomen,664.0,664.0,48.0
00-0034418,617,8,216,8,Cedrick Wilson Jr.,WR,MIA,3.6,13.2,59.3,-123.3,136.5,2026,1.91,7.6,1.0,3.0,Knee,623.0,623.0,6.0
00-0036176,618,8,218,8,Mason Kinsey,WR,TEN,2.3,13.1,59.2,-123.4,136.5,2026,1.28,8.2,0.0,0.0,,376.0,376.0,-242.0
00-0034386,619,8,218,8,Justin Watson,WR,HOU,3.8,13.1,48.7,-123.4,136.5,2026,1.72,7.1,1.0,3.0,Calf,310.0,310.0,-309.0
00-0035140,620,8,220,8,Mecole Hardman,WR,BUF,3.2,13.0,53.5,-123.5,136.5,2026,1.29,7.1,1.0,2.0,Calf,535.0,535.0,-85.0
00-0036646,621,8,221,8,Simi Fehoko,WR,ARI,2.4,12.8,55.5,-123.7,136.5,2026,0.99,8.9,0.0,1.0,Concussion,427.0,427.0,-194.0
